;EventTime;Origin;Destination
262;2022.37411;South Africa;Australia
263;2022.69855;Australia;USA
264;2022.48908;Australia;Netherlands
265;2022.6327899999999;Netherlands;Poland
266;2022.69855;Netherlands;Guadeloupe
267;2022.36422;South Africa;Mozambique
268;2022.21625;South Africa;Paraguay
269;2022.6465;Paraguay;Czech Republic
270;2022.40061;Paraguay;Mauritius
271;2022.5095099999999;Mauritius;Sri Lanka
272;2022.60266;Sri Lanka;Andorra
273;2022.73143;Paraguay;South Africa
274;2022.62458;Paraguay;Guatemala
275;2022.6903399999999;Paraguay;Jamaica
276;2022.37177;Paraguay;Panama
277;2022.67937;Panama;Guatemala
278;2022.4574599999999;Paraguay;Ghana
279;2022.4288999999999;Paraguay;United Kingdom
280;2022.58896;United Kingdom;Croatia
281;2022.61601;United Kingdom;Micronesia
282;2022.7506;Paraguay;Argentina
283;2022.6985399999999;Paraguay;Uruguay
284;2022.3803599999999;Paraguay;Venezuela
285;2022.76155;Venezuela;Denmark
286;2022.64923;Paraguay;Uruguay
287;2022.47389;Paraguay;Argentina
288;2022.47389;Paraguay;Iran
289;2022.48485;Iran;Algeria
290;2022.48485;Paraguay;Costa Rica
291;2022.44276;Paraguay;Guatemala
292;2022.60813;Guatemala;Togo
293;2022.58622;Guatemala;Tunisia
294;2022.7232;Paraguay;Guatemala
295;2022.6656699999999;Paraguay;Costa Rica
296;2022.65197;Paraguay;El Salvador
297;2022.578;Paraguay;Mauritius
298;2022.5095099999999;Paraguay;Peru
299;2022.69855;Paraguay;Canada
300;2022.61088;Paraguay;El Salvador
301;2022.47663;Paraguay;Argentina
302;2022.27548;South Africa;Nigeria
303;2022.49307;Nigeria;Thailand
304;2022.4602;Nigeria;South Korea
305;2022.5286899999999;Nigeria;Taiwan
306;2022.5095099999999;Nigeria;Ukraine
307;2022.58348;Nigeria;Djibouti
308;2022.5286899999999;Nigeria;Germany
309;2022.55609;Nigeria;Mongolia
310;2022.53691;Nigeria;Bolivia
311;2022.41735;Nigeria;Guadeloupe
312;2022.7040299999999;Guadeloupe;Andorra
313;2022.3493799999999;Nigeria;Georgia
314;2022.55334;Nigeria;USA
315;2022.51499;Nigeria;Slovakia
316;2022.62732;Nigeria;Dominican Republic
317;2022.42028;Nigeria;Netherlands
318;2022.58349;Netherlands;Slovenia
319;2022.60266;Nigeria;Denmark
320;2022.66841;Nigeria;Cameroon
321;2022.55609;Nigeria;Ghana
322;2022.49664;Nigeria;Togo
323;2022.70677;Togo;South Africa
324;2022.63828;Togo;Ghana
325;2022.72046;Togo;Central African Republic
326;2022.66604;Togo;Djibouti
327;2022.70702;Nigeria;Papua New Guinea
328;2022.52595;Nigeria;Zimbabwe
329;2022.69855;Nigeria;Seychelles
330;2022.7369099999999;Nigeria;USA
331;2022.76157;Nigeria;Canada
332;2022.7013;Nigeria;Brazil
333;2022.6739;Nigeria;New Zealand
334;2022.29242;Nigeria;Bulgaria
335;2022.53417;Bulgaria;Montenegro
336;2022.64102;Bulgaria;Kosovo
337;2022.47663;Bulgaria;Poland
338;2022.43006;Bulgaria;Nigeria
339;2022.54239;Bulgaria;Austria
340;2022.44375;Bulgaria;Montenegro
341;2022.45197;Bulgaria;Estonia
342;2022.6848499999999;Estonia;Croatia
343;2022.63553;Estonia;Bulgaria
344;2022.52593;Bulgaria;Uganda
345;2022.63005;Bulgaria;USA
346;2022.69032;Bulgaria;Poland
347;2022.40458;Bulgaria;Kosovo
348;2022.47936;Kosovo;Croatia
349;2022.5643;Kosovo;Greece
350;2022.49854;Kosovo;Estonia
351;2022.63553;Kosovo;Denmark
352;2022.76156;Kosovo;Bulgaria
353;2022.52868;Kosovo;Sweden
354;2022.7095;Kosovo;Ghana
355;2022.5615599999999;Kosovo;Thailand
