;EventTime;Origin;Destination
266;2022.8688000000002;Germany;Latvia
267;2022.6934600000002;Germany;Luxembourg
268;2022.6252800000002;Germany;Chile
269;2022.9016800000002;Chile;Finland
270;2022.7373000000002;Chile;Slovenia
271;2022.78662;Slovenia;USA
272;2022.6654300000002;Germany;USA
273;2022.8085300000002;USA;Mexico
274;2022.7099;USA;New Zealand
275;2022.8551100000002;USA;Poland
276;2022.9071600000002;USA;Czech Republic
277;2022.8660700000003;USA;El Salvador
278;2022.53517;Germany;Nigeria
279;2022.7564700000003;Nigeria;India
280;2022.81075;Nigeria;Russia
281;2022.9071500000002;Russia;Mexico
282;2022.80031;Nigeria;Argentina
283;2022.7208600000001;Nigeria;Greece
284;2022.6551000000002;Nigeria;Austria
285;2022.6551000000002;Austria;Switzerland
286;2022.69072;Austria;Slovakia
287;2022.8085300000002;Austria;Sweden
288;2022.9099;Sweden;Slovenia
289;2022.7400400000001;Nigeria;China
290;2022.7318200000002;Nigeria;Turkey
291;2022.8879900000002;Nigeria;Uganda
292;2022.7756600000002;Nigeria;Canada
293;2022.76195;Nigeria;Japan
294;2022.58021;Nigeria;Guinea
295;2022.7646900000002;Guinea;India
296;2022.6605800000002;Guinea;Ireland
297;2022.6738500000001;Guinea;Luxembourg
298;2022.7153700000001;Luxembourg;Canada
299;2022.8468800000003;Canada;Slovenia
300;2022.8085200000003;Canada;Ireland
301;2022.7318100000002;Canada;Croatia
302;2022.7345500000001;Croatia;Hong Kong
303;2022.6268200000002;Guinea;Djibouti
304;2022.6934600000002;Djibouti;South Korea
305;2022.6545300000002;Djibouti;Uganda
306;2022.7716500000001;Uganda;India
307;2022.9071500000002;India;Paraguay
308;2022.7592000000002;Uganda;Ghana
309;2022.79482;Uganda;New Zealand
310;2022.77203;Uganda;USA
311;2022.814;USA;Mauritius
312;2022.8496200000002;USA;Hungary
313;2022.7027300000002;Djibouti;Costa Rica
314;2022.7592100000002;Costa Rica;Ecuador
315;2022.7295600000002;Costa Rica;Aruba
316;2022.7592100000002;Aruba;Costa Rica
317;2022.8085600000002;Austria;Latvia
318;2022.6178800000002;Austria;Italy
319;2022.77842;Italy;Greece
320;2022.6798000000001;Austria;Togo
321;2022.7948700000002;Austria;Cameroon
322;2022.5684400000002;Austria;Turkey
323;2022.6618300000002;Austria;Turkey
324;2022.74007;Turkey;Latvia
325;2022.71322;Turkey;Sweden
326;2022.8195200000002;Sweden;Finland
327;2022.8140500000002;Austria;Trinidad and Tobago
328;2022.4480300000002;Austria;Germany
329;2022.6578800000002;Germany;Ireland
330;2022.4585200000001;Austria;Mauritius
331;2022.7373400000001;Mauritius;Ireland
332;2022.85515;Mauritius;Ghana
333;2022.8304900000003;Mauritius;Japan
334;2022.23826;Austria;USA
335;2022.53824;USA;Cameroon
336;2022.6051800000002;USA;Kenya
337;2022.67432;Kenya;Slovenia
338;2022.7154100000002;Kenya;Mexico
339;2022.8140400000002;Kenya;Serbia
340;2022.7702100000001;Kenya;Australia
341;2022.8387000000002;Kenya;United Kingdom
342;2022.63596;Kenya;Canada
343;2022.8250000000003;Kenya;Trinidad and Tobago
344;2022.6633600000002;Kenya;Qatar
345;2022.8195200000002;Kenya;Germany
346;2022.8140400000002;Kenya;Singapore
347;2022.7756900000002;Kenya;Uganda
348;2022.7209000000003;Kenya;Cyprus
349;2022.8578800000003;Kenya;Bolivia
350;2022.73349;Kenya;Sweden
351;2022.8661000000002;Sweden;Lithuania
352;2022.7893800000002;Kenya;Cameroon
353;2022.8606200000002;Kenya;Iceland
354;2022.9099300000003;Kenya;Australia
355;2022.61694;Kenya;Germany
356;2022.6273;Germany;USA
357;2022.8743100000002;USA;Ireland
358;2022.7640400000003;USA;Ireland
359;2022.9044500000002;Ireland;Greece
360;2022.6562300000003;USA;United Kingdom
361;2022.65784;United Kingdom;Slovenia
362;2022.7017;Slovenia;Netherlands
363;2022.7373200000002;Netherlands;Ireland
364;2022.7975900000001;Ireland;Latvia
365;2022.8469100000002;Latvia;Kenya
366;2022.3282800000002;USA;Belgium
367;2022.5714000000003;Belgium;Ireland
368;2022.6359700000003;Ireland;United Kingdom
369;2022.8578900000002;Ireland;Russia
370;2022.6770700000002;Ireland;New Zealand
371;2022.7400800000003;Ireland;United Kingdom
372;2022.7674800000002;United Kingdom;Romania
373;2022.5669900000003;Belgium;United Kingdom
374;2022.72638;United Kingdom;Italy
375;2022.6582700000001;United Kingdom;Netherlands
376;2022.7729500000003;Netherlands;Germany
377;2022.6907600000002;Netherlands;Portugal
378;2022.7318500000001;Netherlands;Germany
379;2022.7756900000002;Netherlands;Chile
380;2022.75925;Belgium;Ghana
381;2022.6962300000002;Belgium;Togo
382;2022.5627700000002;Belgium;Germany
383;2022.7154100000002;Germany;Spain
384;2022.8880100000001;Germany;Sweden
385;2022.6982200000002;Germany;Bermuda
386;2022.7948500000002;Bermuda;Colombia
387;2022.6962300000002;Germany;Norway
388;2022.8715700000002;Germany;Spain
389;2022.9071900000001;Germany;Switzerland
390;2022.7702000000002;Germany;Slovakia
391;2022.7044500000002;Belgium;Ghana
392;2022.6277400000001;Belgium;Cameroon
393;2022.7373300000002;Belgium;Italy
394;2022.6572700000002;Belgium;Algeria
395;2022.74555;Belgium;Democratic Republic of the Congo
396;2022.8003500000002;Belgium;Iceland
397;2022.86884;Belgium;Dominican Republic
398;2022.58425;Belgium;Turkey
399;2022.60498;Belgium;South Korea
400;2022.74007;South Korea;Indonesia
401;2022.8907600000002;South Korea;Uganda
402;2022.6312300000002;Belgium;United Kingdom
403;2022.8469200000002;United Kingdom;Italy
404;2022.6825400000002;Belgium;Switzerland
405;2022.7932300000002;Belgium;South Africa
406;2022.9044500000002;South Africa;USA
407;2022.8962400000003;Belgium;Australia
408;2022.9071900000001;Belgium;Bahrain
409;2022.8088200000002;Belgium;El Salvador
410;2022.7044500000002;Belgium;Kenya
411;2022.7099300000002;Belgium;Portugal
412;2022.67964;Belgium;Finland
413;2022.72637;Belgium;Slovakia
414;2022.7291200000002;Belgium;Hong Kong
415;2022.7318500000001;Belgium;China
416;2022.7545000000002;Belgium;Peru
417;2022.8195200000002;Peru;Mexico
418;2022.6557800000003;Belgium;Colombia
419;2022.7713400000002;Colombia;Barbados
420;2022.8743100000002;Barbados;Jamaica
421;2022.6441900000002;Belgium;Israel
422;2022.6970700000002;Belgium;Peru
423;2022.8989800000002;Peru;Costa Rica
424;2022.67188;Belgium;Norway
425;2022.81679;Norway;Latvia
426;2022.6387100000002;Belgium;Colombia
427;2022.5818900000002;Belgium;Canada
428;2022.64145;Canada;Nigeria
429;2022.7090600000001;Canada;Denmark
430;2022.8853000000001;Denmark;New Zealand
431;2022.83598;Canada;Bermuda
432;2022.5977400000002;Canada;Belgium
433;2022.6880300000003;Belgium;USA
434;2022.8578900000002;Belgium;Germany
435;2022.8633800000002;Belgium;Netherlands
436;2022.8798100000001;Belgium;Bulgaria
437;2022.7099500000002;Belgium;Hong Kong
438;2022.71817;Belgium;Togo
439;2022.7236400000002;Belgium;USA
440;2022.8277500000002;Belgium;Canada
441;2022.7729500000003;Belgium;Curacao
442;2022.8387000000002;Curacao;Canada
443;2022.6359700000003;Belgium;Ireland
444;2022.6496700000002;Belgium;South Korea
445;2022.6703200000002;Belgium;Costa Rica
446;2022.82228;Costa Rica;Peru
447;2022.7245500000001;Costa Rica;USA
448;2022.8852900000002;USA;Portugal
449;2022.7866500000002;USA;Dominican Republic
450;2022.8195300000002;USA;Curacao
451;2022.8332300000002;Curacao;Saudi Arabia
452;2022.6184400000002;Belgium;Indonesia
453;2022.8441900000003;Indonesia;Malaysia
454;2022.9017300000003;Indonesia;Taiwan
455;2022.8715900000002;Indonesia;Bahrain
456;2022.7044700000001;Indonesia;Cote d_Ivoire
457;2022.7757000000001;Indonesia;Malaysia
458;2022.90721;Indonesia;Iran
459;2022.77022;Indonesia;Kazakhstan
460;2022.7784400000003;Kazakhstan;South Korea
461;2022.7427500000001;Indonesia;Greece
462;2022.7866500000002;Indonesia;Russia
463;2022.6907600000002;Indonesia;Malaysia
464;2022.77843;Indonesia;Ecuador
465;2022.8396200000002;Indonesia;South Korea
466;2022.90172;South Korea;Georgia
467;2022.7814100000003;Indonesia;Singapore
468;2022.8140600000002;Singapore;Mexico
469;2022.7866600000002;Indonesia;Saudi Arabia
470;2022.7894000000001;Indonesia;Malaysia
471;2022.8606300000001;Indonesia;Saudi Arabia
472;2022.7921300000003;Indonesia;Brunei
473;2022.84966;Indonesia;Japan
474;2022.8907600000002;Indonesia;Malaysia
475;2022.8113;Indonesia;Singapore
476;2022.8770600000003;Indonesia;Singapore
477;2022.8798000000002;Indonesia;Russia
478;2022.8414400000001;Indonesia;Australia
479;2022.8989700000002;Australia;Hong Kong
480;2022.86884;Indonesia;Singapore
481;2022.7427500000001;Indonesia;Saudi Arabia
482;2022.77563;Saudi Arabia;Brunei
483;2022.9071900000001;Brunei;South Africa
484;2022.8277400000002;Brunei;Singapore
485;2022.85749;Singapore;Bahrain
486;2022.8907500000003;Bahrain;Indonesia
487;2022.9071900000001;Indonesia;Brunei
488;2022.8113;USA;Turkey
489;2022.2778400000002;USA;Brazil
490;2022.7154100000002;Brazil;Chile
491;2022.84965;Brazil;USA
492;2022.6058200000002;Brazil;Spain
493;2022.5784200000003;Brazil;Austria
494;2022.6865000000003;Brazil;Slovakia
495;2022.8797900000002;Slovakia;Panama
496;2022.75924;Slovakia;Togo
497;2022.8085600000002;Brazil;United Kingdom
498;2022.81678;Brazil;Cameroon
499;2022.8140400000002;Brazil;South Africa
500;2022.72637;Brazil;Belgium
501;2022.7619900000002;Brazil;Democratic Republic of the Congo
502;2022.6523900000002;Brazil;Kenya
503;2022.5365100000001;Brazil;Paraguay
504;2022.62262;Brazil;USA
505;2022.7373300000002;USA;Croatia
506;2022.4811300000001;Brazil;Kenya
507;2022.7997500000001;Kenya;Uganda
508;2022.86885;Kenya;South Africa
509;2022.84967;Kenya;Curacao
510;2022.6281000000001;Brazil;Latvia
511;2022.73186;Latvia;Estonia
512;2022.4522500000003;Brazil;Austria
513;2022.9099300000003;Austria;Argentina
514;2022.8030800000001;Austria;Poland
515;2022.6441700000003;Austria;Israel
516;2022.9071900000001;Austria;Belgium
517;2022.7397300000002;Austria;Iceland
518;2022.8907500000003;Iceland;Germany
519;2022.8907500000003;Iceland;Mexico
520;2022.71566;Brazil;China
521;2022.84966;China;Portugal
522;2022.8250100000002;Brazil;South Korea
523;2022.90172;Brazil;Georgia
524;2022.88802;Brazil;Czech Republic
525;2022.6359700000003;Brazil;Serbia
526;2022.8852800000002;Brazil;Jamaica
527;2022.59597;Brazil;USA
528;2022.84966;USA;Canada
529;2022.6603100000002;Brazil;Israel
530;2022.7537700000003;Israel;Australia
531;2022.83048;Israel;Slovakia
532;2022.7674700000002;Brazil;South Korea
533;2022.7345900000003;Brazil;Ghana
534;2022.7565000000002;Brazil;Nigeria
535;2022.8277400000002;Brazil;Italy
536;2022.8989700000002;Brazil;Brunei
537;2022.8364000000001;Brazil;Paraguay
538;2022.7181500000002;Brazil;Ghana
539;2022.7366100000002;Brazil;Panama
540;2022.51959;Brazil;Israel
541;2022.8195100000003;Israel;Finland
542;2022.9044500000002;Israel;China
543;2022.5247500000003;Brazil;Egypt
544;2022.7866500000002;Egypt;Chile
545;2022.6529400000002;Egypt;Hong Kong
546;2022.8551300000001;Hong Kong;South Korea
547;2022.5483900000002;Brazil;Austria
548;2022.86884;Austria;Andorra
549;2022.7147900000002;Brazil;South Africa
550;2022.7017200000003;Brazil;Malaysia
551;2022.75925;Brazil;Nigeria
552;2022.4356000000002;Brazil;Cote d_Ivoire
553;2022.6134000000002;Cote d_Ivoire;New Zealand
554;2022.7450000000001;New Zealand;North Macedonia
555;2022.8688300000001;North Macedonia;Hungary
556;2022.55734;Cote d_Ivoire;Mauritius
557;2022.6035000000002;Brazil;Spain
558;2022.80509;Spain;Chile
559;2022.7346000000002;Brazil;Cameroon
560;2022.6179200000001;Brazil;Nigeria
561;2022.8962400000003;Nigeria;Belize
